department_id,department_name,error_reason,employee_id,employee_name,hire_date,termination_date,gender,attendance_id,attendance_date,hours_worked
,,Orphan Employee,48.0,,,,,892.0,2026-03-28 14:05:26.444866,0.0
,,Orphan Employee,1143.0,,,,,894.0,2026-01-22 14:05:26.444875,6.0
,,Orphan Employee,247.0,,,,,896.0,2025-11-09 14:05:26.444884,3.0
,,Orphan Employee,336.0,,,,,897.0,2026-01-12 14:05:26.444888,7.0
,,Orphan Employee,1185.0,,,,,898.0,2026-01-11 14:05:26.444893,0.0
,,Orphan Employee,1189.0,,,,,900.0,2026-02-13 14:05:26.444901,9.0
,,Orphan Employee,30.0,,,,,901.0,2025-12-11 14:05:26.444955,8.0
,,Orphan Employee,966.0,,,,,904.0,2026-04-29 14:05:26.444969,2.0
,,Orphan Employee,862.0,,,,,905.0,2025-06-24 14:05:26.444974,
,,Orphan Employee,1184.0,,,,,907.0,2025-06-12 14:05:26.444987,9.0
,,Orphan Employee,86.0,,,,,908.0,2025-08-21 14:05:26.444993,8.0
,,Orphan Employee,631.0,,,,,911.0,2026-05-28 14:05:26.445012,9.0
,,Orphan Employee,1165.0,,,,,918.0,2025-12-17 14:05:26.445047,2.0
,,Orphan Employee,75.0,,,,,923.0,2026-01-23 14:05:26.445068,7.0
,,Orphan Employee,943.0,,,,,927.0,2025-08-01 14:05:26.445087,6.0
,,Orphan Employee,215.0,,,,,928.0,2025-08-12 14:05:26.445091,10.0
,,Orphan Employee,485.0,,,,,929.0,2025-12-27 14:05:26.445096,10.0
,,Orphan Employee,1124.0,,,,,930.0,2025-10-13 14:05:26.445100,3.0
,,Orphan Employee,977.0,,,,,932.0,2026-03-21 14:05:26.445109,1.0
,,Orphan Employee,224.0,,,,,933.0,2025-10-17 14:05:26.445114,10.0
,,Orphan Employee,529.0,,,,,938.0,2026-05-12 14:05:26.445136,8.0
,,Orphan Employee,346.0,,,,,939.0,2026-05-02 14:05:26.445140,3.0
,,Orphan Employee,903.0,,,,,940.0,2025-11-28 14:05:26.445143,9.0
,,Orphan Employee,108.0,,,,,942.0,2025-08-27 14:05:26.445153,0.0
,,Orphan Employee,305.0,,,,,954.0,2025-09-15 14:05:26.445208,8.0
,,Orphan Employee,48.0,,,,,958.0,2026-05-30 14:05:26.445225,8.0
,,Orphan Employee,1139.0,,,,,165.0,2025-12-05 14:05:26.445249,
,,Orphan Employee,1149.0,,,,,967.0,2026-02-02 14:05:26.445267,4.0
,,Orphan Employee,304.0,,,,,972.0,2025-08-09 14:05:26.445288,7.0
,,Orphan Employee,85.0,,,,,973.0,2025-06-14 14:05:26.445294,2.0
,,Orphan Employee,1195.0,,,,,975.0,2025-12-26 14:05:26.445316,0.0
,,Orphan Employee,305.0,,,,,978.0,2025-08-12 14:05:26.445330,9.0
,,Orphan Employee,570.0,,,,,985.0,2026-02-14 14:05:26.445365,
,,Orphan Employee,853.0,,,,,989.0,2025-10-19 14:05:26.445384,5.0
,,Orphan Employee,1142.0,,,,,990.0,2025-09-16 14:05:26.445394,0.0
,,Orphan Employee,538.0,,,,,1000.0,2026-01-17 14:05:26.445441,1.0
,,Orphan Employee,445.0,,,,,1005.0,2025-10-31 14:05:26.445464,0.0
,,Orphan Employee,420.0,,,,,1009.0,2025-10-16 14:05:26.445486,4.0
,,Orphan Employee,30.0,,,,,1011.0,2026-04-10 14:05:26.445496,6.0
,,Orphan Employee,1044.0,,,,,1012.0,2026-05-23 14:05:26.445500,0.0
,,Orphan Employee,954.0,,,,,1014.0,2025-12-17 14:05:26.445509,6.0
,,Orphan Employee,552.0,,,,,1019.0,2025-08-30 14:05:26.445532,7.0
,,Orphan Employee,337.0,,,,,1022.0,2025-12-17 14:05:26.445546,4.0
,,Orphan Employee,1200.0,,,,,1025.0,2026-03-12 14:05:26.445559,6.0
,,Orphan Employee,536.0,,,,,1027.0,2025-10-30 14:05:26.445568,5.0
,,Orphan Employee,86.0,,,,,1029.0,2025-12-24 14:05:26.445577,9.0
,,Orphan Employee,1078.0,,,,,1030.0,2025-11-01 14:05:26.445582,4.0
,,Orphan Employee,537.0,,,,,1032.0,2026-01-29 14:05:26.445590,4.0
,,Orphan Employee,1102.0,,,,,1038.0,2025-07-12 14:05:26.445621,7.0
,,Orphan Employee,958.0,,,,,1041.0,2025-10-21 14:05:26.445635,7.0
,,Orphan Employee,362.0,,,,,1047.0,2026-05-25 14:05:26.445660,1.0
,,Orphan Employee,764.0,,,,,1051.0,2026-05-17 14:05:26.445676,6.0
,,Orphan Employee,1175.0,,,,,1056.0,2025-06-28 14:05:26.445701,10.0
,,Orphan Employee,305.0,,,,,1057.0,2026-04-06 14:05:26.445708,9.0
,,Orphan Employee,354.0,,,,,1061.0,2026-05-21 14:05:26.445754,0.0
,,Orphan Employee,771.0,,,,,1062.0,2026-05-05 14:05:26.445759,3.0
,,Orphan Employee,1139.0,,,,,1068.0,2025-12-05 14:05:26.445787,6.0
,,Orphan Employee,14.0,,,,,1069.0,2025-10-12 14:05:26.445790,1.0
,,Orphan Employee,183.0,,,,,1070.0,2025-10-18 14:05:26.445798,
,,Orphan Employee,1046.0,,,,,1072.0,2026-03-06 14:05:26.445806,0.0
,,Orphan Employee,179.0,,,,,1073.0,2026-04-04 14:05:26.445811,7.0
,,Orphan Employee,524.0,,,,,1077.0,2025-07-27 14:05:26.445830,7.0
,,Orphan Employee,1109.0,,,,,1079.0,2025-10-06 14:05:26.445839,2.0
,,Orphan Employee,673.0,,,,,1080.0,2026-01-11 14:05:26.445843,9.0
,,Orphan Employee,931.0,,,,,1084.0,2026-04-30 14:05:26.445861,0.0
,,Orphan Employee,1135.0,,,,,1090.0,2025-06-13 14:05:26.445887,8.0
,,Orphan Employee,474.0,,,,,1093.0,2025-07-13 14:05:26.445900,9.0
,,Orphan Employee,1140.0,,,,,1095.0,2026-01-14 14:05:26.445909,4.0
,,Orphan Employee,1046.0,,,,,1096.0,2026-04-22 14:05:26.445913,10.0
,,Orphan Employee,354.0,,,,,1099.0,2025-11-09 14:05:26.445969,8.0
,,Orphan Employee,1150.0,,,,,1100.0,2025-11-22 14:05:26.445973,4.0
,,Orphan Employee,266.0,,,,,1101.0,2025-11-11 14:05:26.445981,8.0
,,Orphan Employee,1125.0,,,,,1102.0,2025-08-19 14:05:26.445990,6.0
,,Orphan Employee,461.0,,,,,1104.0,2025-07-20 14:05:26.445999,7.0
,,Orphan Employee,1087.0,,,,,1107.0,2025-07-29 14:05:26.446012,4.0
,,Orphan Employee,88.0,,,,,1108.0,2026-02-12 14:05:26.446017,5.0
,,Orphan Employee,770.0,,,,,1111.0,2026-01-11 14:05:26.446030,2.0
,,Orphan Employee,1174.0,,,,,1114.0,2026-02-01 14:05:26.446042,
,,Orphan Employee,85.0,,,,,1115.0,2025-09-20 14:05:26.446047,9.0
,,Orphan Employee,917.0,,,,,1116.0,2025-11-01 14:05:26.446051,1.0
,,Orphan Employee,236.0,,,,,1117.0,2026-01-10 14:05:26.446059,2.0
,,Orphan Employee,48.0,,,,,1125.0,2025-06-12 14:05:26.446093,4.0
,,Orphan Employee,1119.0,,,,,1127.0,2026-03-26 14:05:26.446102,2.0
,,Orphan Employee,1175.0,,,,,1132.0,2025-07-17 14:05:26.446124,4.0
,,Orphan Employee,1107.0,,,,,1135.0,2026-02-11 14:05:26.446141,2.0
,,Orphan Employee,559.0,,,,,1137.0,2025-07-25 14:05:26.446149,8.0
,,Orphan Employee,1147.0,,,,,1139.0,2026-02-07 14:05:26.446157,8.0
,,Orphan Employee,984.0,,,,,1140.0,2026-03-10 14:05:26.446162,1.0
,,Orphan Employee,1115.0,,,,,1141.0,2026-06-04 14:05:26.446167,0.0
,,Orphan Employee,310.0,,,,,1142.0,2026-06-06 14:05:26.446171,9.0
,,Orphan Employee,1199.0,,,,,1143.0,2025-10-10 14:05:26.446254,3.0
,,Orphan Employee,1041.0,,,,,1148.0,2026-04-14 14:05:26.446288,6.0
,,Orphan Employee,485.0,,,,,1150.0,2026-02-15 14:05:26.446297,6.0
,,Orphan Employee,1141.0,,,,,1157.0,2026-02-01 14:05:26.446329,3.0
,,Orphan Employee,1141.0,,,,,1167.0,2025-09-01 14:05:26.446382,9.0
,,Orphan Employee,236.0,,,,,1169.0,2025-11-28 14:05:26.446391,0.0
,,Orphan Employee,4.0,,,,,1173.0,2026-02-15 14:05:26.446406,10.0
,,Orphan Employee,493.0,,,,,1174.0,2025-07-13 14:05:26.446410,1.0
,,Orphan Employee,177.0,,,,,1175.0,2026-05-21 14:05:26.446414,10.0
,,Orphan Employee,618.0,,,,,1176.0,2025-10-03 14:05:26.446417,1.0
,,Orphan Employee,383.0,,,,,1177.0,2025-09-16 14:05:26.446421,10.0
,,Orphan Employee,189.0,,,,,1180.0,2026-01-09 14:05:26.446434,5.0
,,Orphan Employee,848.0,,,,,1181.0,2025-12-05 14:05:26.446442,5.0
,,Orphan Employee,1148.0,,,,,1185.0,2025-12-17 14:05:26.446460,4.0
,,Orphan Employee,189.0,,,,,1188.0,2025-11-10 14:05:26.446476,5.0
,,Orphan Employee,1174.0,,,,,1192.0,2026-05-21 14:05:26.446495,1.0
,,Orphan Employee,524.0,,,,,1194.0,2025-06-10 14:05:26.446503,4.0
,,Orphan Employee,224.0,,,,,1196.0,2025-08-17 14:05:26.446512,3.0
,,Orphan Employee,1122.0,,,,,1198.0,2026-04-26 14:05:26.446527,1.0
,,Orphan Employee,797.0,,,,,1200.0,2026-04-16 14:05:26.446537,10.0
,,Orphan Employee,619.0,,,,,1203.0,2026-01-04 14:05:26.446551,8.0
,,Orphan Employee,1186.0,,,,,1213.0,2026-01-01 14:05:26.446605,4.0
,,Orphan Employee,139.0,,,,,1216.0,2025-08-30 14:05:26.446620,1.0
,,Orphan Employee,36.0,,,,,1218.0,2026-04-22 14:05:26.446629,9.0
,,Orphan Employee,303.0,,,,,1219.0,2026-02-23 14:05:26.446633,8.0
,,Orphan Employee,1102.0,,,,,1220.0,2026-02-13 14:05:26.446638,10.0
,,Orphan Employee,160.0,,,,,1223.0,2026-02-20 14:05:26.446653,
,,Orphan Employee,329.0,,,,,1225.0,2026-05-04 14:05:26.446661,0.0
,,Orphan Employee,840.0,,,,,1229.0,2025-11-18 14:05:26.446933,2.0
,,Orphan Employee,516.0,,,,,1230.0,2025-08-27 14:05:26.446937,5.0
,,Orphan Employee,1140.0,,,,,1231.0,2025-08-24 14:05:26.446942,1.0
,,Orphan Employee,1130.0,,,,,1234.0,2026-02-20 14:05:26.446954,10.0
,,Orphan Employee,88.0,,,,,1240.0,2025-07-09 14:05:26.446977,0.0
,,Orphan Employee,164.0,,,,,1241.0,2025-06-23 14:05:26.446980,
,,Orphan Employee,36.0,,,,,1243.0,2026-01-14 14:05:26.446988,4.0
,,Orphan Employee,331.0,,,,,1245.0,2026-03-01 14:05:26.447000,6.0
,,Orphan Employee,1164.0,,,,,1246.0,2025-10-08 14:05:26.447048,2.0
,,Orphan Employee,1130.0,,,,,1247.0,2026-03-08 14:05:26.447052,6.0
,,Orphan Employee,618.0,,,,,1251.0,2026-01-17 14:05:26.447067,9.0
,,Orphan Employee,465.0,,,,,1252.0,2025-09-27 14:05:26.447071,5.0
,,Orphan Employee,738.0,,,,,1254.0,2025-10-08 14:05:26.447079,10.0
,,Orphan Employee,1156.0,,,,,1258.0,2025-10-26 14:05:26.447094,3.0
,,Orphan Employee,346.0,,,,,1261.0,2025-12-14 14:05:26.447110,7.0
,,Orphan Employee,1018.0,,,,,1262.0,2026-02-10 14:05:26.447114,6.0
,,Orphan Employee,948.0,,,,,1264.0,2025-09-23 14:05:26.447122,9.0
,,Orphan Employee,751.0,,,,,1266.0,2025-07-05 14:05:26.447130,7.0
,,Orphan Employee,651.0,,,,,1268.0,2025-09-20 14:05:26.447137,10.0
,,Orphan Employee,740.0,,,,,1270.0,2026-04-17 14:05:26.447146,2.0
,,Orphan Employee,299.0,,,,,1275.0,2026-05-16 14:05:26.447218,0.0
,,Orphan Employee,99.0,,,,,1276.0,2026-05-21 14:05:26.447221,8.0
,,Orphan Employee,303.0,,,,,1286.0,2025-11-10 14:05:26.447412,6.0
,,Orphan Employee,450.0,,,,,1287.0,2025-07-30 14:05:26.447417,10.0
,,Orphan Employee,1145.0,,,,,1291.0,2026-02-13 14:05:26.447436,3.0
,,Orphan Employee,631.0,,,,,1294.0,2025-11-21 14:05:26.447452,7.0
,,Orphan Employee,1153.0,,,,,1295.0,2025-06-13 14:05:26.447456,4.0
,,Orphan Employee,79.0,,,,,1302.0,2025-06-30 14:05:26.447489,0.0
,,Orphan Employee,302.0,,,,,1306.0,2026-02-15 14:05:26.447509,8.0
,,Orphan Employee,1148.0,,,,,1312.0,2026-03-06 14:05:26.447538,6.0
,,Orphan Employee,1195.0,,,,,1321.0,2026-03-15 14:05:26.447579,10.0
,,Orphan Employee,302.0,,,,,1324.0,2025-07-01 14:05:26.447595,5.0
,,Orphan Employee,772.0,,,,,1326.0,2026-06-05 14:05:26.447603,1.0
,,Orphan Employee,461.0,,,,,1329.0,2026-02-05 14:05:26.447616,0.0
,,Orphan Employee,675.0,,,,,1330.0,2025-10-18 14:05:26.447620,0.0
,,Orphan Employee,940.0,,,,,1334.0,2026-03-23 14:05:26.447636,
,,Orphan Employee,875.0,,,,,1337.0,2026-01-15 14:05:26.447649,4.0
,,Orphan Employee,111.0,,,,,1338.0,2026-04-03 14:05:26.447653,7.0
,,Orphan Employee,673.0,,,,,1340.0,2026-05-27 14:05:26.447661,2.0
,,Orphan Employee,790.0,,,,,1342.0,2025-11-02 14:05:26.447670,3.0
,,Orphan Employee,1165.0,,,,,1345.0,2026-05-03 14:05:26.447878,9.0
,,Orphan Employee,893.0,,,,,1350.0,2026-04-13 14:05:26.447900,4.0
,,Orphan Employee,303.0,,,,,1352.0,2025-12-08 14:05:26.447908,0.0
,,Orphan Employee,954.0,,,,,1355.0,2025-07-15 14:05:26.447935,10.0
,,Orphan Employee,896.0,,,,,1357.0,2026-04-27 14:05:26.447944,6.0
,,Orphan Employee,929.0,,,,,1358.0,2026-01-12 14:05:26.447949,3.0
,,Orphan Employee,1121.0,,,,,1360.0,2025-08-03 14:05:26.447958,3.0
,,Orphan Employee,321.0,,,,,1361.0,2025-07-22 14:05:26.447963,0.0
,,Orphan Employee,475.0,,,,,1362.0,2025-07-11 14:05:26.447967,3.0
,,Orphan Employee,966.0,,,,,1363.0,2025-09-02 14:05:26.447972,5.0
,,Orphan Employee,563.0,,,,,1364.0,2025-09-26 14:05:26.447976,4.0
,,Orphan Employee,1107.0,,,,,1368.0,2025-06-12 14:05:26.447995,2.0
,,Orphan Employee,125.0,,,,,1372.0,2025-07-05 14:05:26.448012,0.0
,,Orphan Employee,299.0,,,,,1381.0,2025-12-10 14:05:26.448056,3.0
,,Orphan Employee,294.0,,,,,1387.0,2026-04-26 14:05:26.448086,3.0
,,Orphan Employee,795.0,,,,,1391.0,2025-11-24 14:05:26.448103,7.0
,,Orphan Employee,1065.0,,,,,1394.0,2025-12-03 14:05:26.448116,7.0
,,Orphan Employee,61.0,,,,,1397.0,2025-08-09 14:05:26.448129,5.0
,,Orphan Employee,1193.0,,,,,1400.0,2026-02-04 14:05:26.448191,0.0
,,Orphan Employee,2.0,,,,,1405.0,2026-02-26 14:05:26.448216,4.0
,,Orphan Employee,224.0,,,,,1406.0,2026-01-24 14:05:26.448246,3.0
,,Orphan Employee,903.0,,,,,1410.0,2026-05-17 14:05:26.448263,10.0
,,Orphan Employee,1041.0,,,,,35.0,2025-09-22 14:05:26.448281,4.0
,,Orphan Employee,1134.0,,,,,1417.0,2025-06-21 14:05:26.448293,2.0
,,Orphan Employee,499.0,,,,,1420.0,2026-04-11 14:05:26.448310,
,,Orphan Employee,45.0,,,,,1422.0,2025-12-19 14:05:26.448320,4.0
,,Orphan Employee,1196.0,,,,,1423.0,2026-05-24 14:05:26.448323,6.0
,,Orphan Employee,584.0,,,,,1425.0,2026-04-15 14:05:26.448332,7.0
,,Orphan Employee,1154.0,,,,,1438.0,2026-01-09 14:05:26.448414,10.0
,,Orphan Employee,421.0,,,,,1441.0,2025-11-08 14:05:26.448426,6.0
,,Orphan Employee,1166.0,,,,,1447.0,2026-04-21 14:05:26.448453,2.0
,,Orphan Employee,560.0,,,,,1448.0,2025-10-08 14:05:26.448457,9.0
,,Orphan Employee,609.0,,,,,1449.0,2026-05-17 14:05:26.448462,10.0
,,Orphan Employee,727.0,,,,,1451.0,2026-02-06 14:05:26.448474,5.0
,,Orphan Employee,784.0,,,,,1453.0,2025-08-17 14:05:26.448483,1.0
,,Orphan Employee,1139.0,,,,,1456.0,2025-11-01 14:05:26.448495,3.0
,,Orphan Employee,98.0,,,,,1464.0,2025-11-20 14:05:26.448531,10.0
,,Orphan Employee,651.0,,,,,1469.0,2025-07-07 14:05:26.448551,7.0
,,Orphan Employee,20.0,,,,,1473.0,2025-06-29 14:05:26.448569,5.0
,,Orphan Employee,782.0,,,,,1478.0,2026-03-19 14:05:26.448591,5.0
,,Orphan Employee,851.0,,,,,1485.0,2026-05-28 14:05:26.448630,1.0
,,Orphan Employee,362.0,,,,,1488.0,2025-08-08 14:05:26.448643,1.0
,,Orphan Employee,1157.0,,,,,1489.0,2025-11-07 14:05:26.448647,0.0
,,Orphan Employee,793.0,,,,,1490.0,2026-03-04 14:05:26.448652,5.0
,,Orphan Employee,48.0,,,,,1491.0,2025-11-07 14:05:26.448657,6.0
,,Orphan Employee,772.0,,,,,1492.0,2025-09-27 14:05:26.448660,3.0
,,Orphan Employee,533.0,,,,,1497.0,2026-01-22 14:05:26.448682,9.0
,,Orphan Employee,336.0,,,,,1503.0,2026-03-19 14:05:26.448714,9.0
,,Orphan Employee,233.0,,,,,1507.0,2026-06-03 14:05:26.448731,0.0
,,Orphan Employee,631.0,,,,,1508.0,2026-04-25 14:05:26.448735,
,,Orphan Employee,1181.0,,,,,1510.0,2026-02-16 14:05:26.448744,2.0
,,Orphan Employee,222.0,,,,,1523.0,2026-05-15 14:05:26.448803,5.0
,,Orphan Employee,1173.0,,,,,1524.0,2025-07-04 14:05:26.448809,2.0
,,Orphan Employee,619.0,,,,,1528.0,2026-06-05 14:05:26.448826,0.0
,,Orphan Employee,570.0,,,,,1530.0,2025-09-03 14:05:26.448836,6.0
,,Orphan Employee,529.0,,,,,1533.0,2025-12-07 14:05:26.448848,8.0
,,Orphan Employee,1018.0,,,,,1534.0,2025-07-12 14:05:26.448853,7.0
,,Orphan Employee,1131.0,,,,,1539.0,2026-04-16 14:05:26.448875,10.0
,,Orphan Employee,402.0,,,,,1540.0,2026-03-16 14:05:26.448880,8.0
,,Orphan Employee,1165.0,,,,,1541.0,2025-10-12 14:05:26.448884,9.0
,,Orphan Employee,354.0,,,,,1547.0,2025-09-29 14:05:26.448911,9.0
,,Orphan Employee,793.0,,,,,1551.0,2025-07-06 14:05:26.448928,0.0
,,Orphan Employee,973.0,,,,,1554.0,2026-05-24 14:05:26.448942,10.0
,,Orphan Employee,114.0,,,,,1556.0,2026-01-30 14:05:26.448950,7.0
,,Orphan Employee,596.0,,,,,1557.0,2025-09-26 14:05:26.448954,1.0
,,Orphan Employee,1101.0,,,,,1558.0,2026-02-28 14:05:26.448958,0.0
,,Orphan Employee,736.0,,,,,1560.0,2025-12-12 14:05:26.448967,10.0
,,Orphan Employee,1018.0,,,,,1561.0,2025-11-06 14:05:26.448971,2.0
,,Orphan Employee,304.0,,,,,1565.0,2026-05-25 14:05:26.448989,2.0
,,Orphan Employee,220.0,,,,,1566.0,2025-11-06 14:05:26.448997,10.0
,,Orphan Employee,675.0,,,,,1569.0,2026-04-17 14:05:26.449008,9.0
,,Orphan Employee,837.0,,,,,1570.0,2026-06-01 14:05:26.449012,5.0
,,Orphan Employee,222.0,,,,,1572.0,2025-09-07 14:05:26.449019,10.0
,,Orphan Employee,1121.0,,,,,1575.0,2026-05-12 14:05:26.449028,4.0
,,Orphan Employee,465.0,,,,,1585.0,2026-02-02 14:05:26.449387,7.0
,,Orphan Employee,1186.0,,,,,1589.0,2025-09-24 14:05:26.449416,7.0
,,Orphan Employee,1044.0,,,,,1603.0,2026-02-27 14:05:26.449488,
,,Orphan Employee,1132.0,,,,,1604.0,2025-10-12 14:05:26.449492,4.0
,,Orphan Employee,592.0,,,,,1605.0,2025-08-09 14:05:26.449496,6.0
,,Orphan Employee,184.0,,,,,1606.0,2026-03-12 14:05:26.449501,9.0
,,Orphan Employee,619.0,,,,,1608.0,2025-11-14 14:05:26.449511,8.0
,,Orphan Employee,1185.0,,,,,1610.0,2025-07-10 14:05:26.449530,
,,Orphan Employee,382.0,,,,,1614.0,2025-12-08 14:05:26.449548,10.0
,,Orphan Employee,977.0,,,,,1618.0,2026-05-02 14:05:26.449567,1.0
,,Orphan Employee,1197.0,,,,,1624.0,2025-11-28 14:05:26.449593,1.0
,,Orphan Employee,243.0,,,,,1625.0,2026-01-10 14:05:26.449597,3.0
,,Orphan Employee,1086.0,,,,,1626.0,2026-01-16 14:05:26.449600,7.0
,,Orphan Employee,1156.0,,,,,1627.0,2025-06-24 14:05:26.449604,2.0
,,Orphan Employee,655.0,,,,,1637.0,2026-03-28 14:05:26.449642,2.0
,,Orphan Employee,979.0,,,,,1638.0,2026-04-27 14:05:26.449646,5.0
,,Orphan Employee,1061.0,,,,,1639.0,2025-08-10 14:05:26.449648,4.0
,,Orphan Employee,764.0,,,,,1641.0,2026-06-03 14:05:26.449657,7.0
,,Orphan Employee,1188.0,,,,,1649.0,2025-12-21 14:05:26.449687,10.0
,,Orphan Employee,156.0,,,,,1650.0,2025-07-17 14:05:26.449692,2.0
,,Orphan Employee,369.0,,,,,1652.0,2026-03-04 14:05:26.449701,4.0
,,Orphan Employee,1067.0,,,,,1654.0,2025-07-12 14:05:26.449708,9.0
,,Orphan Employee,362.0,,,,,1657.0,2025-07-25 14:05:26.449718,2.0
,,Orphan Employee,362.0,,,,,1661.0,2026-01-19 14:05:26.449731,5.0
,,Orphan Employee,896.0,,,,,1665.0,2025-07-26 14:05:26.449745,6.0
,,Orphan Employee,982.0,,,,,1669.0,2025-12-27 14:05:26.449760,7.0
,,Orphan Employee,533.0,,,,,1673.0,2026-01-09 14:05:26.449776,3.0
,,Orphan Employee,20.0,,,,,1674.0,2026-04-12 14:05:26.449780,1.0
,,Orphan Employee,754.0,,,,,1675.0,2026-05-28 14:05:26.449783,1.0
,,Orphan Employee,976.0,,,,,1676.0,2026-02-14 14:05:26.449786,10.0
,,Orphan Employee,518.0,,,,,1677.0,2025-06-12 14:05:26.449790,9.0
,,Orphan Employee,222.0,,,,,1678.0,2025-10-09 14:05:26.449793,0.0
,,Orphan Employee,310.0,,,,,1684.0,2026-01-29 14:05:26.449957,7.0
,,Orphan Employee,1147.0,,,,,1686.0,2025-10-08 14:05:26.449966,4.0
,,Orphan Employee,677.0,,,,,1688.0,2025-12-29 14:05:26.449975,3.0
,,Orphan Employee,790.0,,,,,1704.0,2025-11-11 14:05:26.450041,9.0
,,Orphan Employee,159.0,,,,,1706.0,2026-05-18 14:05:26.450053,0.0
,,Orphan Employee,548.0,,,,,1709.0,2025-09-07 14:05:26.450067,9.0
,,Orphan Employee,485.0,,,,,1710.0,2026-04-22 14:05:26.450071,4.0
,,Orphan Employee,157.0,,,,,1713.0,2025-06-12 14:05:26.450085,4.0
,,Orphan Employee,393.0,,,,,1715.0,2026-01-20 14:05:26.450093,0.0
,,Orphan Employee,1141.0,,,,,1719.0,2025-11-24 14:05:26.450169,4.0
,,Orphan Employee,1134.0,,,,,1723.0,2025-06-23 14:05:26.450189,7.0
,,Orphan Employee,151.0,,,,,1724.0,2026-02-19 14:05:26.450202,10.0
,,Orphan Employee,236.0,,,,,1726.0,2025-07-04 14:05:26.450212,5.0
,,Orphan Employee,718.0,,,,,1728.0,2025-07-20 14:05:26.450220,4.0
,,Orphan Employee,729.0,,,,,1730.0,2025-07-10 14:05:26.450231,0.0
,,Orphan Employee,1114.0,,,,,1734.0,2026-05-10 14:05:26.450249,9.0
,,Orphan Employee,959.0,,,,,1735.0,2026-02-14 14:05:26.450254,8.0
,,Orphan Employee,757.0,,,,,1740.0,2025-11-11 14:05:26.450281,0.0
,,Orphan Employee,1016.0,,,,,1742.0,2026-03-06 14:05:26.450291,5.0
,,Orphan Employee,650.0,,,,,1743.0,2025-12-19 14:05:26.450297,5.0
,,Orphan Employee,951.0,,,,,1745.0,2026-01-18 14:05:26.450307,8.0
,,Orphan Employee,1187.0,,,,,1746.0,2026-02-28 14:05:26.450312,6.0
,,Orphan Employee,211.0,,,,,1747.0,2025-10-19 14:05:26.450317,4.0
,,Orphan Employee,20.0,,,,,1748.0,2025-07-16 14:05:26.450321,10.0
,,Orphan Employee,1143.0,,,,,1750.0,2025-06-21 14:05:26.450396,10.0
,,Orphan Employee,1044.0,,,,,1751.0,2025-10-05 14:05:26.450402,9.0
,,Orphan Employee,321.0,,,,,1767.0,2025-12-28 14:05:26.450477,4.0
,,Orphan Employee,1122.0,,,,,1768.0,2026-03-23 14:05:26.450484,10.0
,,Orphan Employee,958.0,,,,,1773.0,2025-12-27 14:05:26.450505,4.0
,,Orphan Employee,1147.0,,,,,1778.0,2025-12-12 14:05:26.450526,5.0
,,Orphan Employee,934.0,,,,,1782.0,2026-05-21 14:05:26.450544,10.0
,,Orphan Employee,917.0,,,,,1784.0,2026-05-06 14:05:26.450554,1.0
,,Orphan Employee,771.0,,,,,1785.0,2026-05-08 14:05:26.450558,8.0
,,Orphan Employee,405.0,,,,,1788.0,2025-10-10 14:05:26.450572,9.0
,,Orphan Employee,127.0,,,,,1798.0,2025-08-30 14:05:26.450633,9.0
,,Orphan Employee,262.0,,,,,1801.0,2025-08-17 14:05:26.450649,5.0
,,Orphan Employee,1108.0,,,,,1803.0,2025-10-27 14:05:26.450658,7.0
,,Orphan Employee,1179.0,,,,,1811.0,2026-01-14 14:05:26.450693,2.0
,,Orphan Employee,848.0,,,,,1814.0,2025-09-10 14:05:26.450706,6.0
,,Orphan Employee,597.0,,,,,1815.0,2026-01-31 14:05:26.450710,8.0
,,Orphan Employee,299.0,,,,,1819.0,2025-07-17 14:05:26.450729,0.0
,,Orphan Employee,27.0,,,,,1821.0,2025-11-23 14:05:26.450738,10.0
,,Orphan Employee,199.0,,,,,1829.0,2025-08-14 14:05:26.450779,9.0
,,Orphan Employee,1173.0,,,,,1830.0,2025-08-08 14:05:26.450784,5.0
,,Orphan Employee,1142.0,,,,,1839.0,2025-07-10 14:05:26.450829,7.0
,,Orphan Employee,493.0,,,,,1842.0,2026-06-03 14:05:26.450843,1.0
,,Orphan Employee,1158.0,,,,,1844.0,2025-10-14 14:05:26.450853,5.0
,,Orphan Employee,1104.0,,,,,1851.0,2025-07-24 14:05:26.450884,10.0
,,Orphan Employee,1074.0,,,,,1853.0,2025-09-01 14:05:26.450893,1.0
,,Orphan Employee,402.0,,,,,1858.0,2026-03-22 14:05:26.450916,6.0
,,Orphan Employee,1168.0,,,,,1863.0,2026-03-04 14:05:26.450942,1.0
,,Orphan Employee,1109.0,,,,,1872.0,2026-04-28 14:05:26.450991,4.0
,,Orphan Employee,1200.0,,,,,1874.0,2025-09-17 14:05:26.450999,
,,Orphan Employee,1105.0,,,,,1876.0,2025-12-05 14:05:26.451008,8.0
,,Orphan Employee,707.0,,,,,1877.0,2025-07-08 14:05:26.451012,3.0
,,Orphan Employee,325.0,,,,,1878.0,2025-09-29 14:05:26.451017,6.0
,,Orphan Employee,719.0,,,,,1881.0,2026-03-13 14:05:26.451031,10.0
,,Orphan Employee,1180.0,,,,,1882.0,2026-06-07 14:05:26.451035,8.0
,,Orphan Employee,563.0,,,,,1889.0,2026-03-24 14:05:26.451075,1.0
